Município;AIS;Natureza;Data;Hora;Dia da Semana;Tipo de Arma;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
Fortaleza;AIS 09;HOMICIDIO DOLOSO;18/jan/21;14:48;Segunda;Arma de fogo;Masculino;42;Ensino Médio Completo;Parda
Iguatu;AIS 21;HOMICIDIO DOLOSO;18/jan/21;20:00;Segunda;Arma de fogo;Masculino;49;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;18/jan/21;20:45;Segunda;Arma de fogo;Masculino;49;Alfabetizado;Preta
Fortaleza;AIS 02;HOMICIDIO DOLOSO;18/jan/21;22:30;Segunda;Arma de fogo;Masculino;28;Ensino Fundamental Completo;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;18/jan/21;22:35;Segunda;Arma de fogo;Feminino;17;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 04;HOMICIDIO DOLOSO;19/jan/21;06:00;Terça;Arma branca;Masculino;45;Ensino Médio Completo;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;19/jan/21;08:10;Terça;Arma de fogo;Feminino;28;Não Informada;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;19/jan/21;08:56;Terça;Arma de fogo;Masculino;48;Ensino Fundamental Incompleto;Não Informada
Coreaú;AIS 14;HOMICIDIO DOLOSO;19/jan/21;09:10;Terça;Arma de fogo;Masculino;32;Alfabetizado;Não Informada
Limoeiro do Norte;AIS 18;HOMICIDIO DOLOSO;19/jan/21;16:00;Terça;Arma branca;Masculino;62;Não Informada;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;19/jan/21;19:00;Terça;Arma de fogo;Masculino;28;Não Informada;Não Informada
Paraipaba;AIS 23;HOMICIDIO DOLOSO;19/jan/21;19:30;Terça;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;19/jan/21;20:00;Terça;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Tejuçuoca;AIS 17;HOMICIDIO DOLOSO;19/jan/21;21:45;Terça;Outros meios;Masculino;3;Não Alfabetizado;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;19/jan/21;22:46;Terça;Arma de fogo;Masculino;55;Ensino Fundamental Incompleto;Parda
Maranguape;AIS 24;HOMICIDIO DOLOSO;20/jan/21;01:20;Quarta;Arma de fogo;Masculino;39;Alfabetizado;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;20/jan/21;15:01;Quarta;Arma de fogo;Masculino;35;Alfabetizado;Não Informada
Icapuí;AIS 18;HOMICIDIO DOLOSO;20/jan/21;17:30;Quarta;Arma de fogo;Masculino;29;Ensino Médio Incompleto;Parda
Aracati;AIS 18;HOMICIDIO DOLOSO;20/jan/21;20:40;Quarta;Arma de fogo;Masculino;22;Alfabetizado;Parda
Cedro;AIS 21;HOMICIDIO DOLOSO;20/jan/21;21:00;Quarta;Arma de fogo;Masculino;16;Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;20/jan/21;22:00;Quarta;Arma de fogo;Masculino;26;Ensino Médio Completo;Parda
Fortaleza;AIS 06;HOMICIDIO DOLOSO;21/jan/21;14:30;Quinta;Arma branca;Masculino;20;Ensino Médio Incompleto;Não Informada
Jaguaruana;AIS 18;HOMICIDIO DOLOSO;21/jan/21;16:00;Quinta;Arma de fogo;Masculino;29;Ensino Fundamental Incompleto;Não Informada
Morada Nova;AIS 20;HOMICIDIO DOLOSO;21/jan/21;16:40;Quinta;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;21/jan/21;16:55;Quinta;Arma de fogo;Masculino;41;Alfabetizado;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;21/jan/21;17:30;Quinta;Arma de fogo;Masculino;20;Ensino Fundamental Incompleto;Parda
Guaiúba;AIS 24;HOMICIDIO DOLOSO;21/jan/21;20:18;Quinta;Arma de fogo;Masculino;29;Alfabetizado;Parda
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;21/jan/21;21:15;Quinta;Arma de fogo;Masculino;33;Alfabetizado;Parda
Itaitinga;AIS 25;HOMICIDIO DOLOSO;21/jan/21;22:51;Quinta;Arma de fogo;Masculino;39;Ensino Médio Completo;Parda
Aracoiaba;AIS 15;HOMICIDIO DOLOSO;22/jan/21;01:00;Sexta;Arma de fogo;Masculino;18;Ensino Médio Incompleto;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;22/jan/21;02:10;Sexta;Arma de fogo;Masculino;17;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 02;HOMICIDIO DOLOSO;22/jan/21;04:56;Sexta;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;22/jan/21;11:20;Sexta;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Parda
Baturité;AIS 15;HOMICIDIO DOLOSO;22/jan/21;15:00;Sexta;Outros meios;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Guaiúba;AIS 24;HOMICIDIO DOLOSO;22/jan/21;15:00;Sexta;Arma de fogo;Masculino;27;Alfabetizado;Não Informada
Eusébio;AIS 13;HOMICIDIO DOLOSO;22/jan/21;17:10;Sexta;Arma de fogo;Masculino;46;Alfabetizado;Não Informada
Boa Viagem;AIS 15;HOMICIDIO DOLOSO;22/jan/21;18:50;Sexta;Arma de fogo;Masculino;20;Alfabetizado;Parda
Iguatu;AIS 21;HOMICIDIO DOLOSO;22/jan/21;20:05;Sexta;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;22/jan/21;21:30;Sexta;Arma de fogo;Masculino;17;Alfabetizado;Parda
Fortaleza;AIS 06;HOMICIDIO DOLOSO;22/jan/21;23:30;Sexta;Arma de fogo;Masculino;54;Alfabetizado;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;23/jan/21;07:10;Sábado;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;23/jan/21;15:30;Sábado;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Quixadá;AIS 20;HOMICIDIO DOLOSO;23/jan/21;15:30;Sábado;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Não Informada
Quixadá;AIS 20;HOMICIDIO DOLOSO;23/jan/21;15:30;Sábado;Arma de fogo;Masculino;47;Alfabetizado;Não Informada
Itaitinga;AIS 25;HOMICIDIO DOLOSO;23/jan/21;16:20;Sábado;Arma de fogo;Masculino;38;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;23/jan/21;17:00;Sábado;Arma de fogo;Masculino;19;Alfabetizado;Parda
Itaitinga;AIS 25;HOMICIDIO DOLOSO;23/jan/21;20:11;Sábado;Arma de fogo;Feminino;29;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;23/jan/21;20:22;Sábado;Arma de fogo;Masculino;38;Alfabetizado;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;23/jan/21;22:00;Sábado;Arma de fogo;Masculino;15;Alfabetizado;Parda
Fortaleza;AIS 09;HOMICIDIO DOLOSO;24/jan/21;00:30;Domingo;Arma de fogo;Masculino;20;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;24/jan/21;01:37;Domingo;Arma de fogo;Masculino;32;Ensino Médio Incompleto;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;24/jan/21;02:00;Domingo;Arma de fogo;Masculino;35;Alfabetizado;Parda
Ubajara;AIS 14;HOMICIDIO DOLOSO;24/jan/21;02:34;Domingo;Arma branca;Masculino;36;Alfabetizado;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;24/jan/21;04:00;Domingo;Arma de fogo;Masculino;20;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 01;HOMICIDIO DOLOSO;24/jan/21;04:23;Domingo;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;24/jan/21;05:30;Domingo;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Parda
Mucambo;AIS 14;HOMICIDIO DOLOSO;24/jan/21;16:00;Domingo;Arma branca;Masculino;38;Alfabetizado;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;24/jan/21;18:28;Domingo;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;24/jan/21;19:45;Domingo;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;24/jan/21;19:45;Domingo;Arma de fogo;Feminino;15;Ensino Fundamental Completo;Não Informada
Acaraú;AIS 17;HOMICIDIO DOLOSO;24/jan/21;21:30;Domingo;Arma branca;Masculino;50;Alfabetizado;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;24/jan/21;21:50;Domingo;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;25/jan/21;03:50;Segunda;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Não Informada
Forquilha;AIS 14;HOMICIDIO DOLOSO;25/jan/21;09:00;Segunda;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Aracati;AIS 18;HOMICIDIO DOLOSO;25/jan/21;13:00;Segunda;Arma de fogo;Masculino;35;Alfabetizado;Não Informada
Quixadá;AIS 20;HOMICIDIO DOLOSO;25/jan/21;13:00;Segunda;Arma de fogo;Masculino;22;Não Informada;Parda
Tianguá;AIS 14;HOMICIDIO DOLOSO;25/jan/21;14:30;Segunda;Arma branca;Masculino;38;Não Informada;Parda
Fortaleza;AIS 09;HOMICIDIO DOLOSO;25/jan/21;18:30;Segunda;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;25/jan/21;21:00;Segunda;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;25/jan/21;22:30;Segunda;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;26/jan/21;14:40;Terça;Arma de fogo;Masculino;28;Alfabetizado;Parda
São João do Jaguaribe;AIS 18;HOMICIDIO DOLOSO;26/jan/21;17:15;Terça;Arma de fogo;Masculino;51;Não Informada;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;26/jan/21;17:45;Terça;Arma de fogo;Masculino;30;Ensino Médio Completo;Parda
Fortaleza;AIS 02;HOMICIDIO DOLOSO;26/jan/21;18:10;Terça;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Morada Nova;AIS 20;HOMICIDIO DOLOSO;26/jan/21;21:00;Terça;Arma de fogo;Masculino;33;Alfabetizado;Não Informada
Quixelô;AIS 21;HOMICIDIO DOLOSO;27/jan/21;01:30;Quarta;Arma branca;Masculino;58;Alfabetizado;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;27/jan/21;01:47;Quarta;Arma de fogo;Feminino;19;Alfabetizado;Parda
Baturité;AIS 15;HOMICIDIO DOLOSO;27/jan/21;02:30;Quarta;Arma de fogo;Masculino;26;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;27/jan/21;11:10;Quarta;Arma de fogo;Masculino;22;Ensino Fundamental Completo;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;27/jan/21;11:30;Quarta;Arma de fogo;Masculino;30;Ensino Fundamental Completo;Não Informada
São Luís do Curu;AIS 23;HOMICIDIO DOLOSO;27/jan/21;12:00;Quarta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;27/jan/21;17:40;Quarta;Arma de fogo;Masculino;41;Alfabetizado;Parda
Fortaleza;AIS 03;ROUBO SEGUIDO DE MORTE (LATROCINIO);27/jan/21;19:00;Quarta;Arma de fogo;Masculino;34;Ensino Médio Incompleto;Parda
Maracanaú;AIS 12;HOMICIDIO DOLOSO;27/jan/21;20:05;Quarta;Arma de fogo;Masculino;18;Não Informada;Não Informada
Iguatu;AIS 21;HOMICIDIO DOLOSO;28/jan/21;06:30;Quinta;Arma de fogo;Masculino;28;Alfabetizado;Parda
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;28/jan/21;08:40;Quinta;Arma de fogo;Masculino;50;Não Informada;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;28/jan/21;12:20;Quinta;Arma de fogo;Masculino;27;Ensino Médio Incompleto;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;28/jan/21;16:00;Quinta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;28/jan/21;16:30;Quinta;Arma de fogo;Masculino;26;Alfabetizado;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;28/jan/21;20:00;Quinta;Arma de fogo;Masculino;16;Alfabetizado;Parda
Graça;AIS 14;HOMICIDIO DOLOSO;28/jan/21;20:30;Quinta;Arma de fogo;Masculino;72;Não Alfabetizado;Parda
Maracanaú;AIS 12;ROUBO SEGUIDO DE MORTE (LATROCINIO);28/jan/21;21:30;Quinta;Arma de fogo;Masculino;30;Ensino Médio Completo;Parda
Fortaleza;AIS 06;HOMICIDIO DOLOSO;28/jan/21;22:55;Quinta;Arma de fogo;Feminino;16;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;29/jan/21;05:00;Sexta;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 10;HOMICIDIO DOLOSO;29/jan/21;13:50;Sexta;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Cruz;AIS 17;HOMICIDIO DOLOSO;29/jan/21;14:00;Sexta;Arma de fogo;Masculino;23;Ensino Médio Completo;Parda
Fortaleza;AIS 10;HOMICIDIO DOLOSO;29/jan/21;15:00;Sexta;Arma de fogo;Masculino;28;Alfabetizado;Parda
Crato;AIS 19;HOMICIDIO DOLOSO;29/jan/21;19:00;Sexta;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;29/jan/21;19:18;Sexta;Arma de fogo;Masculino;38;Ensino Médio Completo;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;29/jan/21;19:30;Sexta;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Não Informada
Eusébio;AIS 13;HOMICIDIO DOLOSO;29/jan/21;19:30;Sexta;Arma de fogo;Masculino;21;Ensino Médio Incompleto;Parda
Fortaleza;AIS 05;HOMICIDIO DOLOSO;30/jan/21;00:20;Sábado;Arma de fogo;Masculino;30;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;30/jan/21;00:20;Sábado;Arma de fogo;Masculino;32;Ensino Médio Incompleto;Parda
General Sampaio;AIS 17;HOMICIDIO DOLOSO;30/jan/21;03:30;Sábado;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 07;HOMICIDIO DOLOSO;30/jan/21;12:08;Sábado;Arma de fogo;Masculino;21;Não Informada;Branca
Pacajus;AIS 25;HOMICIDIO DOLOSO;30/jan/21;14:10;Sábado;Arma de fogo;Feminino;15;Não Informada;Não Informada
Fortaleza;AIS 04;HOMICIDIO DOLOSO;30/jan/21;16:00;Sábado;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;30/jan/21;20:40;Sábado;Arma de fogo;Masculino;28;Ensino Fundamental Incompleto;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;30/jan/21;21:00;Sábado;Arma branca;Masculino;Não Informada;Não Informada;Não Informada
Limoeiro do Norte;AIS 18;HOMICIDIO DOLOSO;31/jan/21;01:30;Domingo;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Limoeiro do Norte;AIS 18;HOMICIDIO DOLOSO;31/jan/21;01:30;Domingo;Arma de fogo;Masculino;16;Alfabetizado;Não Informada
Jardim;AIS 19;HOMICIDIO DOLOSO;31/jan/21;03:00;Domingo;Arma de fogo;Masculino;40;Ensino Fundamental Completo;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;31/jan/21;03:30;Domingo;Arma de fogo;Masculino;48;Ensino Fundamental Incompleto;Não Informada
Iguatu;AIS 21;HOMICIDIO DOLOSO;31/jan/21;03:40;Domingo;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Parda
Amontada;AIS 17;HOMICIDIO DOLOSO;31/jan/21;04:45;Domingo;Arma branca;Feminino;26;Alfabetizado;Parda
Fortaleza;AIS 06;HOMICIDIO DOLOSO;31/jan/21;11:00;Domingo;Arma de fogo;Masculino;22;Ensino Médio Incompleto;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;31/jan/21;15:05;Domingo;Outros meios;Masculino;39;Alfabetizado;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;31/jan/21;17:45;Domingo;Arma de fogo;Masculino;31;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;31/jan/21;20:00;Domingo;Outros meios;Feminino;64;Ensino Fundamental Incompleto;Não Informada
Itapajé;AIS 17;HOMICIDIO DOLOSO;31/jan/21;20:30;Domingo;Arma branca;Masculino;24;Alfabetizado;Não Informada
Maranguape;AIS 24;HOMICIDIO DOLOSO;31/jan/21;21:40;Domingo;Arma de fogo;Masculino;30;Alfabetizado;Parda
Maranguape;AIS 24;HOMICIDIO DOLOSO;31/jan/21;21:40;Domingo;Arma de fogo;Masculino;34;Ensino Fundamental Completo;Parda
São Benedito;AIS 14;HOMICIDIO DOLOSO;01/fev/21;05:00;Segunda;Arma de fogo;Masculino;20;Ensino Médio Incompleto;Parda
Fortaleza;AIS 09;HOMICIDIO DOLOSO;01/fev/21;05:06;Segunda;Arma de fogo;Masculino;20;Ensino Fundamental Completo;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;01/fev/21;08:30;Segunda;Arma de fogo;Masculino;17;Ensino Fundamental Incompleto;Não Informada
Salitre;AIS 19;HOMICIDIO DOLOSO;01/fev/21;11:30;Segunda;Outros meios;Masculino;26;Ensino Médio Completo;Não Informada
Baturité;AIS 15;HOMICIDIO DOLOSO;01/fev/21;16:00;Segunda;Arma de fogo;Masculino;36;Não Alfabetizado;Parda
Maracanaú;AIS 12;HOMICIDIO DOLOSO;01/fev/21;17:30;Segunda;Arma de fogo;Masculino;15;Ensino Fundamental Incompleto;Não Informada
Iguatu;AIS 21;HOMICIDIO DOLOSO;01/fev/21;21:00;Segunda;Arma de fogo;Masculino;27;Alfabetizado;Parda
Fortaleza;AIS 06;HOMICIDIO DOLOSO;01/fev/21;21:40;Segunda;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;01/fev/21;22:35;Segunda;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;01/fev/21;23:55;Segunda;Arma de fogo;Masculino;36;Não Informada;Não Informada
Apuiarés;AIS 17;HOMICIDIO DOLOSO;02/fev/21;02:20;Terça;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;02/fev/21;06:40;Terça;Arma de fogo;Masculino;55;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;02/fev/21;07:25;Terça;Arma de fogo;Masculino;34;Ensino Médio Completo;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;02/fev/21;13:25;Terça;Arma de fogo;Masculino;34;Ensino Fundamental Incompleto;Não Informada
Itaitinga;AIS 25;HOMICIDIO DOLOSO;02/fev/21;16:30;Terça;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Parda
Cascavel;AIS 13;HOMICIDIO DOLOSO;02/fev/21;17:30;Terça;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Fortaleza;AIS 10;HOMICIDIO DOLOSO;02/fev/21;17:30;Terça;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;02/fev/21;20:00;Terça;Outros meios;Masculino;Não Informada;Não Informada;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;02/fev/21;21:00;Terça;Arma de fogo;Masculino;27;Alfabetizado;Parda
Fortaleza;AIS 06;HOMICIDIO DOLOSO;02/fev/21;21:00;Terça;Arma de fogo;Masculino;36;Ensino Médio Completo;Parda
Morada Nova;AIS 20;HOMICIDIO DOLOSO;02/fev/21;21:45;Terça;Arma de fogo;Feminino;19;Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;02/fev/21;22:05;Terça;Arma de fogo;Feminino;27;Ensino Fundamental Completo;Não Informada
Itarema;AIS 17;FEMINICÍDIO;03/fev/21;01:00;Quarta;Arma de fogo;Feminino;23;Alfabetizado;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;03/fev/21;02:40;Quarta;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;03/fev/21;04:50;Quarta;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;03/fev/21;06:30;Quarta;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;03/fev/21;08:00;Quarta;Arma de fogo;Masculino;33;Ensino Fundamental Completo;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;03/fev/21;08:05;Quarta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;03/fev/21;08:30;Quarta;Arma de fogo;Masculino;17;Ensino Fundamental Incompleto;Branca
Itapipoca;AIS 17;HOMICIDIO DOLOSO;03/fev/21;14:30;Quarta;Arma de fogo;Masculino;18;Alfabetizado;Parda
Fortaleza;AIS 04;HOMICIDIO DOLOSO;03/fev/21;14:40;Quarta;Arma de fogo;Masculino;42;Superior Completo;Não Informada
Ibicuitinga;AIS 20;HOMICIDIO DOLOSO;03/fev/21;19:30;Quarta;Arma de fogo;Feminino;14;Alfabetizado;Não Informada
Iguatu;AIS 21;HOMICIDIO DOLOSO;03/fev/21;20:30;Quarta;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Fortaleza;AIS 04;HOMICIDIO DOLOSO;03/fev/21;21:17;Quarta;Arma de fogo;Masculino;19;Ensino Médio Incompleto;Não Informada
Beberibe;AIS 18;HOMICIDIO DOLOSO;04/fev/21;00:40;Quinta;Arma de fogo;Masculino;36;Alfabetizado;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;04/fev/21;01:00;Quinta;Arma de fogo;Masculino;48;Ensino Fundamental Completo;Não Informada
Santana do Acaraú;AIS 14;HOMICIDIO DOLOSO;04/fev/21;07:10;Quinta;Arma de fogo;Masculino;18;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;04/fev/21;08:30;Quinta;Arma de fogo;Masculino;25;Ensino Fundamental Incompleto;Não Informada
Pentecoste;AIS 17;HOMICIDIO DOLOSO;04/fev/21;13:10;Quinta;Arma de fogo;Masculino;39;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 04;HOMICIDIO DOLOSO;04/fev/21;21:00;Quinta;Arma de fogo;Masculino;48;Ensino Médio Completo;Branca
Sobral;AIS 14;HOMICIDIO DOLOSO;04/fev/21;21:40;Quinta;Arma de fogo;Masculino;22;Ensino Fundamental Completo;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;04/fev/21;23:40;Quinta;Arma de fogo;Masculino;37;Ensino Médio Completo;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;05/fev/21;01:35;Sexta;Arma de fogo;Masculino;28;Ensino Fundamental Incompleto;Parda
Itatira;AIS 15;HOMICIDIO DOLOSO;05/fev/21;09:00;Sexta;Arma de fogo;Masculino;39;Alfabetizado;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;05/fev/21;12:58;Sexta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 04;HOMICIDIO DOLOSO;05/fev/21;19:30;Sexta;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Carnaubal;AIS 14;HOMICIDIO DOLOSO;05/fev/21;20:00;Sexta;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Parda
Beberibe;AIS 18;HOMICIDIO DOLOSO;05/fev/21;21:12;Sexta;Arma de fogo;Masculino;43;Alfabetizado;Não Informada
Itapipoca;AIS 17;HOMICIDIO DOLOSO;05/fev/21;21:40;Sexta;Arma de fogo;Masculino;34;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;05/fev/21;22:09;Sexta;Arma de fogo;Masculino;28;Alfabetizado;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;06/fev/21;03:00;Sábado;Arma de fogo;Masculino;31;Alfabetizado;Parda
Fortaleza;AIS 08;HOMICIDIO DOLOSO;06/fev/21;10:00;Sábado;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Novo Oriente;AIS 16;HOMICIDIO DOLOSO;06/fev/21;14:30;Sábado;Arma de fogo;Masculino;22;Não Informada;Não Informada
Fortaleza;AIS 01;HOMICIDIO DOLOSO;06/fev/21;14:40;Sábado;Arma de fogo;Feminino;20;Alfabetizado;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;06/fev/21;16:10;Sábado;Arma de fogo;Masculino;40;Alfabetizado;Não Informada
Pedra Branca;AIS 20;HOMICIDIO DOLOSO;06/fev/21;17:00;Sábado;Arma branca;Masculino;57;Não Informada;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;06/fev/21;17:20;Sábado;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;06/fev/21;18:37;Sábado;Arma de fogo;Masculino;45;Ensino Fundamental Incompleto;Não Informada
Crato;AIS 19;HOMICIDIO DOLOSO;06/fev/21;19:30;Sábado;Arma de fogo;Masculino;25;Não Alfabetizado;Preta
Missão Velha;AIS 19;HOMICIDIO DOLOSO;06/fev/21;23:00;Sábado;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;07/fev/21;05:37;Domingo;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Nova Russas;AIS 16;HOMICIDIO DOLOSO;07/fev/21;11:00;Domingo;Arma branca;Masculino;51;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;07/fev/21;11:20;Domingo;Arma de fogo;Masculino;27;Ensino Médio Completo;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;07/fev/21;11:33;Domingo;Arma de fogo;Masculino;28;Alfabetizado;Não Informada
